id,inventory_units
202330-116466,69.1768152
202330-148050,13.07577269
202330-155946,39.93530706
202330-169764,17.09970856
202330-182595,2.971336785
202330-183582,35.65069294
202330-184569,35.6539545
202330-195426,45.45092627
202330-196413,77.28076901
202330-197400,128.4973073
202330-226023,180.2667857
202330-233919,2.03277787
202330-235893,323.6511491
202330-33558,98.89383132
202330-37506,28.2775105
202330-41454,167.9525861
202330-82908,66.53141943
202330-91791,37.02666275
202330-163842,163.5421527
202330-219114,29.84392822
202330-220101,47.39659063
202330-165816,14.47075178
202330-187530,34.1294449
202330-193452,27.31590162
202330-205296,24.55285806
202331-6909,59.69051086
202331-17766,49.91170095
202331-25662,119.8118844
202331-58233,49.46201444
202331-65142,52.73284308
202331-81921,141.0913277
202331-93765,85.0061088
202331-138180,35.96166058
202331-143115,97.27606005
202331-201348,27.3272347
202331-213192,71.63922875
202331-214179,42.53204801
202331-230958,53.56421803
202331-231945,102.2145079
202331-247737,44.05845167
202331-7896,38.08840304
202331-8883,10.45105522
202331-14805,61.78487453
202331-51324,19.35362992
202331-57246,30.8680981
202331-86856,11.03626156
202331-87843,188.6288317
202331-92778,56.94918275
202331-105609,32.24619051
202331-109557,34.29286247
202331-119427,37.75426962
202331-158907,31.86051843
202331-167790,97.12427435
202331-171738,56.00057772
202331-172725,20.93090522
202331-175686,49.37920686
202331-177660,33.32251641
202331-234906,0
202331-236880,63.89046348
202331-237867,35.69719641
202331-238854,60.70200162
202331-239841,61.07693992
202331-9870,25.09756231
202331-10857,75.28265283
202331-11844,3.041850676
202331-12831,13.82897538
202331-127323,27.26109425
202331-129297,13.48826036
202331-130284,31.45916711
202331-157920,143.1793388
202331-190491,17.96207234
202331-191478,72.15933512
202331-192465,74.23080978
202331-204309,63.10327739
202331-211218,37.59093985
202331-221088,5.342261478
202331-222075,15.09353525
202331-24675,122.0076382
202331-45402,122.6757869
202331-46389,59.3080595
202331-48363,69.51535255
202331-80934,36.17218488
202331-112518,122.0438936
202331-240828,66.82921975
202331-242802,60.97131396
202331-30597,60.91170802
202331-32571,17.8207958
202331-43428,31.81542481
202331-59220,56.63711453
202331-62181,47.66461721
202331-64155,79.24350475
202331-73038,216.9798682
202331-75012,88.2044907
202331-77973,0
202331-83895,69.03589858
202331-89817,63.14477034
202331-94752,96.02000675
202331-99687,64.0702766
202331-107583,75.35708587
202331-114492,101.7168535
202331-116466,68.29695993
202331-148050,12.93698544
202331-155946,39.18057753
202331-169764,16.91820648
202331-182595,2.939798018
202331-183582,34.77919828
202331-184569,35.27830732
202331-195426,44.96849487
202331-196413,76.46048496
202331-197400,127.1333937
202331-226023,178.3533737
202331-233919,2.011201308
202331-235893,326.1543245
202331-33558,92.26209311
202331-37506,26.3810027
202331-41454,156.6615606
202331-82908,63.2036126
202331-91791,34.21165468
202331-163842,152.5476295
202331-219114,27.9455947
202331-220101,44.20672588
202331-165816,11.49646322
202331-187530,27.00439854
202331-193452,21.61328717
202331-205296,19.40754891
